name,lat,lon,address,region,adm_zone
Авангард,55.709988,37.744304,"г. Москва, просп. Волгоградский, д. 73, стр. 1",Текстильщики,ЮВАО
Авангард,55.655406,37.572013,"г. Москва, ул. Каховка, д. 27",Зюзино,ЮЗАО
Авангард,55.885039,37.407275,"г. Москва, ш. Новокуркинское, д. 1",Куркино,СЗАО
Авангард,55.869291,37.663098,"г. Москва, ул. Енисейская, д. 19, корп. 1",Бабушкинский,СВАО
Авангард,55.663788,37.486104,"г. Москва, просп. Вернадского, д. 105, корп. 4",Тропарёво-Никулино,ЗАО
Авангард,55.594593,37.599216,"г. Москва, ш. Варшавское, д. 152а",Чертаново Южное,ЮАО
Авангард,55.729765,37.732295,"г. Москва, просп. Рязанский, д. 2, корп. 2",Нижегородский,ЮВАО
Авангард,55.609742,37.71991,"г. Москва, бул. Ореховый, д. 14, корп. 3",Орехово-Борисово Южное,ЮАО
Авангард,55.683888,37.491044,"г. Москва, ул. Удальцова, д. 42",Проспект Вернадского,ЗАО
Автоградбанк,55.787776,37.633052,"г. Москва, ул. Гиляровского, д. 62",Мещанский,ЦАО
Автоторгбанк,55.768674,37.526475,"г. Москва, ул. 1-я Магистральная, д. 13, стр. 2",Хорошёвский,САО
Автоторгбанк,55.79473,37.650874,"г. Москва, ул. Сокольнический Вал, д. 1л",Сокольники,ВАО
Автоторгбанк,55.82831,37.407571,"г. Москва, ш. Волоколамское, д. 93",Покровское-Стрешнево,СЗАО
Автоторгбанк,55.907216,37.550641,"г. Москва, ул. Псковская, д. 13",Лианозово,СВАО
Автоторгбанк,55.788181,37.386851,"г. Москва, ул. Маршала Прошлякова, д. 13",Строгино,СЗАО
Автоторгбанк,55.841713,37.435964,"г. Москва, Цветочный пр-д, д. 4",Южное Тушино,СЗАО
Агора,55.775398,37.622226,"г. Москва, пер. 2-й Троицкий, д. 3",Мещанский,ЦАО
Агора,55.659607,37.645564,"г. Москва, ш. Каширское, д. 23, стр. 3",Нагатино-Садовники,ЮАО
Агропромкредит,55.738992,37.578576,"г. Москва, ул. Бурденко, д. 22",Хамовники,ЦАО
Агропромкредит,55.768613,37.633661,"г. Москва, пер. Просвирин, д. 4",Красносельский,ЦАО
Агророс,55.781157,37.667043,"г. Москва, ул. Краснопрудная, д. 13",Красносельский,ЦАО
Агророс,55.750082,37.787498,"г. Москва, просп. Зеленый, д. 20",Новогиреево,ВАО
Азиатско-Тихоокеанский Банк,55.742627,37.658736,"г. Москва, ул. Александра Солженицына, д. 8, стр. 1",Таганский,ЦАО
Азиатско-Тихоокеанский Банк,55.754628,37.652997,"г. Москва, пер. Подсосенский, д. 30, стр. 3",Басманный,ЦАО
Азиатско-Тихоокеанский Банк,55.759185,37.604683,"г. Москва, пер. Вознесенский, д. 11, стр. 1",Пресненский,ЦАО
Азия-Инвест Банк,55.73437,37.621563,"г. Москва, пер. 2-й Казачий, д. 3, стр. 1",Якиманка,ЦАО
АйСиБиСи Банк,55.750516,37.652969,"г. Москва, наб. Серебряническая, д. 29",Таганский,ЦАО
Ак Барс,55.724728,37.643938,"г. Москва, ул. Летниковская, д. 10, стр. 1",Замоскворечье,ЦАО
Ак Барс,55.862035,37.604457,"г. Москва, ул. Хачатуряна, д. 20",Отрадное,СВАО
Ак Барс,55.737372,37.663619,"г. Москва, ул. Марксистская, д. 5, стр. 1",Таганский,ЦАО
Ак Барс,55.769805,37.629617,"г. Москва, пер. Последний, д. 24",Мещанский,ЦАО
Ак Барс,55.854868,37.471414,"г. Москва, ш. Ленинградское, д. 92/1",Левобережный,САО
Акибанк,55.786627,37.641063,"г. Москва, ул. Большая Переяславская, д. 46, стр. 2",Мещанский,ЦАО
Александровский,55.753776,37.662126,"г. Москва, пер. 2-й Сыромятнический, д. 1",Таганский,ЦАО
Алеф-Банк,55.67459,37.503468,"г. Москва, просп. Вернадского, д. 41",Проспект Вернадского,ЗАО
Алеф-Банк,55.73221,37.435422,"г. Москва, ул. Молдавская, д. 5",Кунцево,ЗАО
Альфа-Банк,55.774829,37.650531,"г. Москва, ул. Каланчевская, д. 27",Красносельский,ЦАО
Альфа-Банк,55.76155,37.573296,"г. Москва, ул. Красная Пресня, д. 12, стр. 1",Пресненский,ЦАО
Альфа-Банк,55.869846,37.660127,"г. Москва, ул. Менжинского, д. 23, корп. 1",Бабушкинский,СВАО
Альфа-Банк,55.773019,37.676951,"г. Москва, ул. Нижняя Красносельская, д. 45/17",Басманный,ЦАО
Альфа-Банк,55.887446,37.402602,"г. Москва, ул. Воротынская, д. 2",Куркино,СЗАО
Альфа-Банк,55.611133,37.724342,"г. Москва, ул. Генерала Белова, 35",Орехово-Борисово Южное,ЮАО
Альфа-Банк,55.760717,37.596174,"г. Москва, ул. Малая Бронная, д. 15 Б",Пресненский,ЦАО
Альфа-Банк,55.757805,37.637401,"г. Москва, ул. Маросейка, д. 10/1, стр. 1",Басманный,ЦАО
Альфа-Банк,55.769019,37.598274,"г. Москва, ул. Тверская, д. 28, корп. 1",Тверской,ЦАО
Альфа-Банк,55.741738,37.416691,"г. Москва, ул. Ярцевская, д. 27, корп. 1",Кунцево,ЗАО
Альфа-Банк,55.701819,37.931735,"г. Москва, ул. Покровская, д. 20",Некрасовка,ЮВАО
Альфа-Банк,55.760717,37.596174,"г. Москва, ул. Малая Бронная, д. 15 Б",Пресненский,ЦАО
Альфа-Банк,55.657604,37.481673,"г. Москва, просп. Вернадского, д. 119",Тропарёво-Никулино,ЗАО
Альфа-Банк,55.862141,37.436634,"г. Москва, ул. Планерная, д. 12, корп. 1",Северное Тушино,СЗАО
Альфа-Банк,55.692861,37.66221,"г. Москва, просп. Андропова, д. 18, корп. 6",Даниловский,ЮАО
Альфа-Банк,55.794963,37.798727,"г. Москва, ул. 9-я Парковая, д. 23",Измайлово,ВАО
Альфа-Банк,55.806179,37.581352,"г. Москва, ул. Бутырская, д. 89",Савёловский,САО
Альфа-Банк,55.887393,37.402428,"г. Москва, ул. Воротынская, д. 2",Куркино,СЗАО
Альфа-Банк,55.611127,37.7243,"г. Москва, ул. Генерала Белова, 35",Орехово-Борисово Южное,ЮАО
Альфа-Банк,55.777436,37.601919,"г. Москва, ул. Долгоруковская, д. 31, стр. 32",Тверской,ЦАО
Альфа-Банк,55.820294,37.496115,"г. Москва, ш. Ленинградское, д. 15",Войковский,САО
Альфа-Банк,55.741738,37.416691,"г. Москва, ул. Ярцевская, д. 27, корп. 1",Кунцево,ЗАО
Альфа-Банк,55.76948,37.622749,"г. Москва, бул. Цветной, д. 16/1",Мещанский,ЦАО
Альфа-Банк,55.771459,37.583131,"г. Москва, ул. Большая Грузинская, д. 57, стр. 1",Пресненский,ЦАО
Альфа-Банк,55.764394,37.556146,"г. Москва, ш. Звенигородское, д. 18/20, корп. 1",Пресненский,ЦАО
Альфа-Банк,55.726086,37.631002,"г. Москва, ул. Щипок, д. 11, стр. 1",Замоскворечье,ЦАО
Альфа-Банк,55.7427,37.587999,"г. Москва, пер. Денежный, д. 3, стр. 1",Хамовники,ЦАО
Альфа-Банк,55.733875,37.624532,"г. Москва, ул. Большая Ордынка, д. 49, стр. 1",Замоскворечье,ЦАО
Альфа-Банк,55.769869,37.570833,"г. Москва, пер. Большой Тишинский, д. 38",Пресненский,ЦАО
Альфа-Банк,55.792441,37.527414,"г. Москва, ул. Авиаконструктора Микояна, д. 12",Хорошёвский,САО
Альфа-Банк,55.708507,37.662307,"г. Москва, ул. Автозаводская, д. 5",Даниловский,ЮАО
Альфа-Банк,55.708347,37.661588,"г. Москва, ул. Автозаводская, д. 5",Даниловский,ЮАО
Альфа-Банк,55.774845,37.650568,"г. Москва, ул. Каланчевская, д. 27",Красносельский,ЦАО
Альфа-Банк,55.806164,37.635534,"г. Москва, просп. Мира, д. 91, корп. 2",Останкинский,СВАО
Альфа-Банк,55.89865,37.59143,"г. Москва, ул. Лескова, д. 3г",Бибирево,СВАО
Альфа-Банк,55.583203,37.595498,"г. Москва, ш. Варшавское, д. 160",Чертаново Южное,ЮАО
Альфа-Банк,55.582998,37.595435,"г. Москва, ш. Варшавское, д. 160",Чертаново Южное,ЮАО
Альфа-Банк,55.862747,37.608226,"г. Москва, ул. Декабристов, д. 20, корп. 2",Отрадное,СВАО
Альфа-Банк,55.639732,37.606848,"г. Москва, ул. Чертановская, д. 1в, корп. 1",Чертаново Северное,ЮАО
Альфа-Банк,55.805198,37.516452,"г. Москва, просп. Ленинградский, д. 74, корп. 1",Аэропорт,САО
Альфа-Банк,55.641953,37.524458,"г. Москва, ул. Профсоюзная, д. 104",Коньково,ЮЗАО
Альфа-Банк,55.709482,37.620911,"г. Москва, ул. Большая Тульская, д. 2",Даниловский,ЮАО
Альфа-Банк,55.657806,37.747664,"г. Москва, ул. Перерва, д. 56/2",Марьино,ЮВАО
Альфа-Банк,55.548383,37.553235,"г. Москва, бул. Адмирала Ушакова, д. 2",Южное Бутово,ЮЗАО
Альфа-Банк,55.566834,37.576181,"г. Москва, бул. Дмитрия Донского, д. 11",Северное Бутово,ЮЗАО
Альфа-Банк,55.566869,37.576217,"г. Москва, бул. Дмитрия Донского, д. 11",Северное Бутово,ЮЗАО
Альфа-Банк,55.654302,37.618872,"г. Москва, ш. Варшавское, д. 76, корп. 1",Нагорный,ЮАО
Альфа-Банк,55.694197,37.532943,"г. Москва, просп. Ломоносовский, д. 25, корп. 1",Раменки,ЗАО
Альфа-Банк,55.754579,37.657455,"г. Москва, ул. Земляной Вал, д. 41, стр. 1",Таганский,ЦАО
Альфа-Банк,55.780689,37.63376,"г. Москва, просп. Мира, д. 42",Мещанский,ЦАО
Альфа-Банк,55.709483,37.620911,"г. Москва, ул. Большая Тульская, д. 2",Даниловский,ЮАО
Альфа-Банк,55.806179,37.581352,"г. Москва, ул. Бутырская, д. 89",Савёловский,САО
Альфа-Банк,55.694202,37.532927,"г. Москва, просп. Ломоносовский, д. 25, корп. 1",Раменки,ЗАО
Альфа-Банк,55.745684,37.56269,"г. Москва, ул. Большая Дорогомиловская, д. 1",Дорогомилово,ЗАО
Альфа-Банк,55.70068,37.851704,"г. Москва, просп. Лермонтовский, д. 10, корп. 1",Выхино-Жулебино,ЮВАО
Альфа-Банк,55.707328,37.768314,"г. Москва, ул. Зеленодольская, д. 31, корп. 1",Кузьминки,ЮВАО
Альфа-Банк,55.774838,37.65051,"г. Москва, ул. Каланчевская, д. 27",Красносельский,ЦАО
Альфа-Банк,55.745694,37.562454,"г. Москва, ул. Большая Дорогомиловская, д. 1",Дорогомилово,ЗАО
Альфа-Банк,55.677756,37.666013,"г. Москва, ул. Новинки, д. 1",Нагатинский Затон,ЮАО
Альфа-Банк,55.727949,37.580954,"г. Москва, просп. Комсомольский, д. 24, стр. 1",Хамовники,ЦАО
Альфа-Банк,55.76155,37.573296,"г. Москва, ул. Красная Пресня, д. 12, стр. 1",Пресненский,ЦАО
Альфа-Банк,55.773019,37.676951,"г. Москва, ул. Нижняя Красносельская, д. 45/17",Басманный,ЦАО
Альфа-Банк,55.731225,37.666418,"г. Москва, пер. 3-й Крутицкий, д. 11",Южнопортовый,ЮВАО
Альфа-Банк,55.758207,37.407,"г. Москва, бул. Осенний, д. 9",Крылатское,ЗАО
Альфа-Банк,55.761892,37.620329,"г. Москва, ул. Неглинная, д. 10",Мещанский,ЦАО
Альфа-Банк,55.707527,37.768293,"г. Москва, ул. Зеленодольская, д. 31, корп. 1",Кузьминки,ЮВАО
Альфа-Банк,55.741429,37.537338,"г. Москва, просп. Кутузовский, д. 30/32, стр. 1",Дорогомилово,ЗАО
Альфа-Банк,55.741418,37.537259,"г. Москва, просп. Кутузовский, д. 30/32, стр. 1",Дорогомилово,ЗАО
Альфа-Банк,55.700598,37.851947,"г. Москва, просп. Лермонтовский, д. 10, корп. 1",Выхино-Жулебино,ЮВАО
Альфа-Банк,55.682983,37.536714,"г. Москва, просп. Ленинский, д. 78",Ломоносовский,ЮЗАО
Альфа-Банк,55.650188,37.745991,"г. Москва, ул. Люблинская, д. 165, корп. 1",Марьино,ЮВАО
Альфа-Банк,55.75458,37.657456,"г. Москва, ул. Земляной Вал, д. 41, стр. 1",Таганский,ЦАО
Альфа-Банк,55.740287,37.658796,"г. Москва, ул. Марксистская, д. 1, корп. 1",Таганский,ЦАО
Альфа-Банк,55.650209,37.745997,"г. Москва, ул. Люблинская, д. 165, корп. 1",Марьино,ЮВАО
Альфа-Банк,55.750459,37.539476,"г. Москва, 1-й Красногвардейский пр-д, д. 15",Пресненский,ЦАО
Альфа-Банк,55.641997,37.524592,"г. Москва, ул. Профсоюзная, д. 104",Коньково,ЮЗАО
Альфа-Банк,55.846499,37.361917,"г. Москва, ул. Митинская, д. 36, корп. 1",Митино,СЗАО
Альфа-Банк,55.657756,37.747396,"г. Москва, ул. Перерва, д. 56/2",Марьино,ЮВАО
Альфа-Банк,55.761839,37.620336,"г. Москва, ул. Неглинная, д. 10/ ул. Кузнецкий Мост, д. 9",Мещанский,ЦАО
Альфа-Банк,55.751348,37.816496,"г. Москва, просп. Свободный, д. 20а",Новогиреево,ВАО
Альфа-Банк,55.777436,37.601919,"г. Москва, ул. Долгоруковская, д. 31, стр. 32",Тверской,ЦАО
Альфа-Банк,55.607668,37.532855,"г. Москва, просп. Новоясеневский, вл. 7",Ясенево,ЮЗАО
Альфа-Банк,55.780723,37.633807,"г. Москва, просп. Мира, д. 42",Мещанский,ЦАО
Альфа-Банк,55.869763,37.660377,"г. Москва, ул. Менжинского, д. 23, корп. 1",Бабушкинский,СВАО
Альфа-Банк,55.862751,37.608229,"г. Москва, ул. Декабристов, д. 20, корп. 2",Отрадное,СВАО
Альфа-Банк,55.731065,37.634234,"г. Москва, ул. Валовая, д. 6",Замоскворечье,ЦАО
Альфа-Банк,55.746276,37.682176,"г. Москва, бул. Энтузиастов, д. 2",Таганский,ЦАО
Альфа-Банк,55.744734,37.582791,"г. Москва, пл. Смоленская-Сенная, д. 27, стр. 1",Хамовники,ЦАО
Альфа-Банк,55.76749,37.56446,"г. Москва, ул. Пресненский Вал, д. 7, стр. 1",Пресненский,ЦАО
Альфа-Банк,55.73133,37.66624,"г. Москва, пер. 3-й Крутицкий, д. 11",Южнопортовый,ЮВАО
Альфа-Банк,55.677781,37.666011,"г. Москва, ул. Новинки, д. 1",Нагатинский Затон,ЮАО
Альфа-Банк,55.657604,37.481673,"г. Москва, просп. Вернадского, д. 119",Тропарёво-Никулино,ЗАО
Альфа-Банк,55.806117,37.635529,"г. Москва, просп. Мира, д. 91, корп. 2",Останкинский,СВАО
Альфа-Банк,55.679661,37.565373,"г. Москва, ул. Профсоюзная, д. 15",Академический,ЮЗАО
Альфа-Банк,55.738307,37.627922,"г. Москва, ул. Пятницкая, д. 40, стр. 1",Замоскворечье,ЦАО
Альфа-Банк,55.702616,37.50936,"г. Москва, просп. Мичуринский, д. 7",Раменки,ЗАО
Альфа-Банк,55.855506,37.476625,"г. Москва, ул. Фестивальная, д. 13, корп. 1",Левобережный,САО
Альфа-Банк,55.855507,37.47662,"г. Москва, ул. Фестивальная, д. 13, корп. 1",Левобережный,САО
Альфа-Банк,55.746276,37.682179,"г. Москва, бул. Энтузиастов, д. 2",Таганский,ЦАО
Альфа-Банк,55.751321,37.81626,"г. Москва, просп. Свободный, д. 20а",Новогиреево,ВАО
Альфа-Банк,55.781828,37.722932,"г. Москва, ул. Вельяминовская, д. 6, стр. 2",Соколиная Гора,ВАО
Альфа-Банк,55.548385,37.553235,"г. Москва, бул. Адмирала Ушакова, д. 2",Южное Бутово,ЮЗАО
Альфа-Банк,55.744734,37.582794,"г. Москва, пл. Смоленская-Сенная, д. 27, стр. 1",Хамовники,ЦАО
Альфа-Банк,55.787546,37.677662,"г. Москва, ул. Русаковская, д. 29",Сокольники,ВАО
Альфа-Банк,55.787709,37.677473,"г. Москва, ул. Русаковская, д. 29",Сокольники,ВАО
Альфа-Банк,55.752132,37.599098,"г. Москва, ул. Арбат, д. 4, стр. 1",Арбат,ЦАО
Альфа-Банк,55.851074,37.434498,"г. Москва, бул. Яна Райниса, д. 2, корп. 1",Северное Тушино,СЗАО
Альфа-Банк,55.740289,37.658801,"г. Москва, ул. Марксистская, д. 1, корп. 1",Таганский,ЦАО
Альфа-Банк,55.818735,37.573776,"г. Москва, ш. Дмитровское, д. 13а",Тимирязевский,САО
Альфа-Банк,55.728256,37.58031,"г. Москва, просп. Комсомольский, д. 24, стр. 1",Хамовники,ЦАО
Альфа-Банк,55.740991,37.625037,"г. Москва, ул. Большая Ордынка, д. 21, стр. 2",Замоскворечье,ЦАО
Альфа-Банк,55.675596,37.505594,"г. Москва, просп. Вернадского, д. 39",Проспект Вернадского,ЗАО
Альфа-Банк,55.766983,37.56435,"г. Москва, ул. Пресненский Вал, д. 7, стр. 1",Пресненский,ЦАО
Альфа-Банк,55.792456,37.527411,"г. Москва, ул. Авиаконструктора Микояна, д. 12",Хорошёвский,САО
Альфа-Банк,55.731138,37.633899,"г. Москва, ул. Валовая, д. 6",Замоскворечье,ЦАО
Альфа-Банк,55.809687,37.460098,"г. Москва, ул. Авиационная, д. 66",Щукино,СЗАО
Альфа-Банк,55.67046,37.55623,"г. Москва, ул. Гарибальди, д. 25, корп. 1",Черёмушки,ЮЗАО
Альфа-Банк,55.846529,37.362047,"г. Москва, ул. Митинская, д. 36, корп. 1",Митино,СЗАО
Альфа-Банк,55.898616,37.591359,"г. Москва, ул. Лескова, д. 3г",Бибирево,СВАО
Альфа-Банк,55.622515,37.667676,"г. Москва, ул. Луганская, д. 10",Царицыно,ЮАО
Альфа-Банк,55.657806,37.747689,"г. Москва, ул. Перерва, д. 56/2",Марьино,ЮВАО
Альфа-Банк,55.805181,37.51645,"г. Москва, просп. Ленинградский, д. 74, корп. 1",Аэропорт,САО
Альфа-Банк,55.811477,37.797781,"г. Москва, ул. Уральская, д. 1",Гольяново,ВАО
Альфа-Банк,55.818785,37.573795,"г. Москва, ш. Дмитровское, д. 13а",Тимирязевский,САО
Альфа-Банк,55.777444,37.52128,"г. Москва, ш. Хорошевское, д. 35, корп. 1",Хорошёвский,САО
Альфа-Банк,55.777502,37.521331,"г. Москва, ш. Хорошевское, д. 35, корп. 1",Хорошёвский,САО
Альфа-Банк,55.622504,37.667702,"г. Москва, ул. Луганская, д. 10",Царицыно,ЮАО
Альфа-Банк,55.679659,37.565373,"г. Москва, ул. Профсоюзная, д. 15",Академический,ЮЗАО
Альфа-Банк,55.639729,37.606848,"г. Москва, ул. Чертановская, д. 1в, корп. 1",Чертаново Северное,ЮАО
Альфа-Банк,55.654446,37.61887,"г. Москва, ш. Варшавское, д. 76, корп. 1",Нагорный,ЮАО
Альфа-Банк,55.702611,37.509363,"г. Москва, просп. Мичуринский, д. 7",Раменки,ЗАО
Альфа-Банк,55.811602,37.798028,"г. Москва, ул. Уральская, д. 1",Гольяново,ВАО
Альфа-Банк,55.781858,37.722954,"г. Москва, ул. Вельяминовская, д. 6, стр. 2",Соколиная Гора,ВАО
Альфа-Банк,55.809687,37.460098,"г. Москва, ул. Авиационная, д. 66",Щукино,СЗАО
Альфа-Банк,55.675424,37.505226,"г. Москва, просп. Вернадского, д. 39",Проспект Вернадского,ЗАО
